#ID;Baum-ID;Baumart;Baumart-Code;Beschrieb/BaumNr;Gruppierungsmerkmal;BHD [cm];Schaftl�nge [m];L�ngenklasse;St�rkenklasse;Position Sortimentsbasis am Stamm [m];L�nge [m];Basis-Drm OR;Mitten-Durchm. OR [cm];Zopf-Durchm. OR [cm];Volumen OR [m3];Volumen IR [m3];Volumen Restst�ck Unten OR [m3];Volumen RestSt�ck Oben OR [m3];Wert [CHF];
884;201;Fichte;100;Fichte_1_201;2012;32.0;29.0;Restholz 1;Restholz 1;26.6;2.4;5.35;2.84;0.0;0.0;0.0;0.0;0.0;0.1;
#Summe:;201;Fichte;100;Fichte_1_201;2012;32.0;29.0;;;;;;;;0.96;1.06;;;100.12;
#
885;202;Fichte;100;Fichte_2_202;2012;32.0;29.0;L3;2b;0.3;16.0;32.37;25.04;19.58;0.81;0.89;0.0;0.16;90.21;
886;202;Fichte;100;Fichte_2_202;2012;32.0;29.0;L1;1b;16.4;4.5;19.48;17.15;14.43;0.1;0.12;0.0;0.05;7.45;
887;202;Fichte;100;Fichte_2_202;2012;32.0;29.0;L1;1a;21.0;5.5;14.3;10.37;5.55;0.05;0.06;0.0;0.0;2.37;
888;202;Fichte;100;Fichte_2_202;2012;32.0;29.0;Restholz 1;Restholz 1;26.6;2.4;5.35;2.84;0.0;0.0;0.0;0.0;0.0;0.1;
#Summe:;202;Fichte;100;Fichte_2_202;2012;32.0;29.0;;;;;;;;0.96;1.06;;;100.12;
#
889;203;Fichte;100;Fichte_3_203;2012;32.0;29.0;L3;2b;0.3;16.0;32.37;25.04;19.58;0.81;0.89;0.0;0.16;90.21;
890;203;Fichte;100;Fichte_3_203;2012;32.0;29.0;L1;1b;16.4;4.5;19.48;17.15;14.43;0.1;0.12;0.0;0.05;7.45;
891;203;Fichte;100;Fichte_3_203;2012;32.0;29.0;L1;1a;21.0;5.5;14.3;10.37;5.55;0.05;0.06;0.0;0.0;2.37;
892;203;Fichte;100;Fichte_3_203;2012;32.0;29.0;Restholz 1;Restholz 1;26.6;2.4;5.35;2.84;0.0;0.0;0.0;0.0;0.0;0.1;
#Summe:;203;Fichte;100;Fichte_3_203;2012;32.0;29.0;;;;;;;;0.96;1.06;;;100.12;
#
893;204;Tanne;101;Tanne_1_204;2012;32.0;29.0;L2;2b;0.3;14.5;31.57;25.4;21.35;0.75;0.85;0.0;0.25;76.01;
894;204;Tanne;101;Tanne_1_204;2012;32.0;29.0;L1;2a;14.9;3.5;21.29;20.04;18.62;0.1;0.12;0.0;0.13;9.77;
895;204;Tanne;101;Tanne_1_204;2012;32.0;29.0;L1;1b;18.5;4.0;18.54;16.61;14.24;0.08;0.1;0.0;0.04;6.15;
896;204;Tanne;101;Tanne_1_204;2012;32.0;29.0;L1;1a;22.6;5.0;14.1;10.1;4.34;0.04;0.05;0.0;0.0;2.03;
897;204;Tanne;101;Tanne_1_204;2012;32.0;29.0;Restholz 1;Restholz 1;27.7;1.3;4.06;2.13;0.0;0.0;0.0;0.0;0.0;0.03;
#Summe:;204;Tanne;101;Tanne_1_204;2012;32.0;29.0;;;;;;;;0.98;1.11;;;93.99;
#
898;205;Tanne;101;Tanne_2_205;2012;32.0;29.0;L2;2b;0.3;14.5;31.57;25.4;21.35;0.75;0.85;0.0;0.25;76.01;
899;205;Tanne;101;Tanne_2_205;2012;32.0;29.0;L1;2a;14.9;3.5;21.29;20.04;18.62;0.1;0.12;0.0;0.13;9.77;
900;205;Tanne;101;Tanne_2_205;2012;32.0;29.0;L1;1b;18.5;4.0;18.54;16.61;14.24;0.08;0.1;0.0;0.04;6.15;
901;205;Tanne;101;Tanne_2_205;2012;32.0;29.0;L1;1a;22.6;5.0;14.1;10.1;4.34;0.04;0.05;0.0;0.0;2.03;
902;205;Tanne;101;Tanne_2_205;2012;32.0;29.0;Restholz 1;Restholz 1;27.7;1.3;4.06;2.13;0.0;0.0;0.0;0.0;0.0;0.03;
#Summe:;205;Tanne;101;Tanne_2_205;2012;32.0;29.0;;;;;;;;0.98;1.11;;;93.99;
#
903;206;Fichte;100;Fichte_1_206;2012;32.0;29.0;L3;2b;0.3;16.0;32.37;25.04;19.58;0.81;0.89;0.0;0.16;90.21;
904;206;Fichte;100;Fichte_1_206;2012;32.0;29.0;L1;1b;16.4;4.5;19.48;17.15;14.43;0.1;0.12;0.0;0.05;7.45;
905;206;Fichte;100;Fichte_1_206;2012;32.0;29.0;L1;1a;21.0;5.5;14.3;10.37;5.55;0.05;0.06;0.0;0.0;2.37;
906;206;Fichte;100;Fichte_1_206;2012;32.0;29.0;Restholz 1;Restholz 1;26.6;2.4;5.35;2.84;0.0;0.0;0.0;0.0;0.0;0.1;
#Summe:;206;Fichte;100;Fichte_1_206;2012;32.0;29.0;;;;;;;;0.96;1.06;;;100.12;
#
907;207;Fichte;100;Fichte_2_207;2012;32.0;29.0;L3;2b;0.3;16.0;32.37;25.04;19.58;0.81;0.89;0.0;0.16;90.21;
908;207;Fichte;100;Fichte_2_207;2012;32.0;29.0;L1;1b;16.4;4.5;19.48;17.15;14.43;0.1;0.12;0.0;0.05;7.45;
909;207;Fichte;100;Fichte_2_207;2012;32.0;29.0;L1;1a;21.0;5.5;14.3;10.37;5.55;0.05;0.06;0.0;0.0;2.37;
910;207;Fichte;100;Fichte_2_207;2012;32.0;29.0;Restholz 1;Restholz 1;26.6;2.4;5.35;2.84;0.0;0.0;0.0;0.0;0.0;0.1;
#Summe:;207;Fichte;100;Fichte_2_207;2012;32.0;29.0;;;;;;;;0.96;1.06;;;100.12;
#
911;208;Fichte;100;Fichte_3_208;2012;32.0;29.0;L3;2b;0.3;16.0;32.37;25.04;19.58;0.81;0.89;0.0;0.16;90.21;
912;208;Fichte;100;Fichte_3_208;2012;32.0;29.0;L1;1b;16.4;4.5;19.48;17.15;14.43;0.1;0.12;0.0;0.05;7.45;
913;208;Fichte;100;Fichte_3_208;2012;32.0;29.0;L1;1a;21.0;5.5;14.3;10.37;5.55;0.05;0.06;0.0;0.0;2.37;
914;208;Fichte;100;Fichte_3_208;2012;32.0;29.0;Restholz 1;Restholz 1;26.6;2.4;5.35;2.84;0.0;0.0;0.0;0.0;0.0;0.1;
#Summe:;208;Fichte;100;Fichte_3_208;2012;32.0;29.0;;;;;;;;0.96;1.06;;;100.12;
#
915;209;Tanne;101;Tanne_1_209;2012;32.0;29.0;L2;2b;0.3;14.5;31.57;25.4;21.35;0.75;0.85;0.0;0.25;76.01;
916;209;Tanne;101;Tanne_1_209;2012;32.0;29.0;L1;2a;14.9;3.5;21.29;20.04;18.62;0.1;0.12;0.0;0.13;9.77;
917;209;Tanne;101;Tanne_1_209;2012;32.0;29.0;L1;1b;18.5;4.0;18.54;16.61;14.24;0.08;0.1;0.0;0.04;6.15;
918;209;Tanne;101;Tanne_1_209;2012;32.0;29.0;L1;1a;22.6;5.0;14.1;10.1;4.34;0.04;0.05;0.0;0.0;2.03;
919;209;Tanne;101;Tanne_1_209;2012;32.0;29.0;Restholz 1;Restholz 1;27.7;1.3;4.06;2.13;0.0;0.0;0.0;0.0;0.0;0.03;
#Summe:;209;Tanne;101;Tanne_1_209;2012;32.0;29.0;;;;;;;;0.98;1.11;;;93.99;
#
920;210;Tanne;101;Tanne_2_210;2012;32.0;29.0;L2;2b;0.3;14.5;31.57;25.4;21.35;0.75;0.85;0.0;0.25;76.01;
921;210;Tanne;101;Tanne_2_210;2012;32.0;29.0;L1;2a;14.9;3.5;21.29;20.04;18.62;0.1;0.12;0.0;0.13;9.77;
922;210;Tanne;101;Tanne_2_210;2012;32.0;29.0;L1;1b;18.5;4.0;18.54;16.61;14.24;0.08;0.1;0.0;0.04;6.15;
923;210;Tanne;101;Tanne_2_210;2012;32.0;29.0;L1;1a;22.6;5.0;14.1;10.1;4.34;0.04;0.05;0.0;0.0;2.03;
924;210;Tanne;101;Tanne_2_210;2012;32.0;29.0;Restholz 1;Restholz 1;27.7;1.3;4.06;2.13;0.0;0.0;0.0;0.0;0.0;0.03;
#Summe:;210;Tanne;101;Tanne_2_210;2012;32.0;29.0;;;;;;;;0.98;1.11;;;93.99;
#
925;211;Fichte;100;Fichte_1_211;2012;32.0;29.0;L3;2b;0.3;16.0;32.37;25.04;19.58;0.81;0.89;0.0;0.16;90.21;
926;211;Fichte;100;Fichte_1_211;2012;32.0;29.0;L1;1b;16.4;4.5;19.48;17.15;14.43;0.1;0.12;0.0;0.05;7.45;
927;211;Fichte;100;Fichte_1_211;2012;32.0;29.0;L1;1a;21.0;5.5;14.3;10.37;5.55;0.05;0.06;0.0;0.0;2.37;
928;211;Fichte;100;Fichte_1_211;2012;32.0;29.0;Restholz 1;Restholz 1;26.6;2.4;5.35;2.84;0.0;0.0;0.0;0.0;0.0;0.1;
#Summe:;211;Fichte;100;Fichte_1_211;2012;32.0;29.0;;;;;;;;0.96;1.06;;;100.12;
#
929;212;Fichte;100;Fichte_2_212;2012;32.0;29.0;L3;2b;0.3;16.0;32.37;25.04;19.58;0.81;0.89;0.0;0.16;90.21;
930;212;Fichte;100;Fichte_2_212;2012;32.0;29.0;L1;1b;16.4;4.5;19.48;17.15;14.43;0.1;0.12;0.0;0.05;7.45;
931;212;Fichte;100;Fichte_2_212;2012;32.0;29.0;L1;1a;21.0;5.5;14.3;10.37;5.55;0.05;0.06;0.0;0.0;2.37;
932;212;Fichte;100;Fichte_2_212;2012;32.0;29.0;Restholz 1;Restholz 1;26.6;2.4;5.35;2.84;0.0;0.0;0.0;0.0;0.0;0.1;
#Summe:;212;Fichte;100;Fichte_2_212;2012;32.0;29.0;;;;;;;;0.96;1.06;;;100.12;
#
933;213;Fichte;100;Fichte_3_213;2012;32.0;29.0;L3;2b;0.3;16.0;32.37;25.04;19.58;0.81;0.89;0.0;0.16;90.21;
934;213;Fichte;100;Fichte_3_213;2012;32.0;29.0;L1;1b;16.4;4.5;19.48;17.15;14.43;0.1;0.12;0.0;0.05;7.45;
935;213;Fichte;100;Fichte_3_213;2012;32.0;29.0;L1;1a;21.0;5.5;14.3;10.37;5.55;0.05;0.06;0.0;0.0;2.37;
936;213;Fichte;100;Fichte_3_213;2012;32.0;29.0;Restholz 1;Restholz 1;26.6;2.4;5.35;2.84;0.0;0.0;0.0;0.0;0.0;0.1;
#Summe:;213;Fichte;100;Fichte_3_213;2012;32.0;29.0;;;;;;;;0.96;1.06;;;100.12;
#
937;214;Tanne;101;Tanne_1_214;2012;32.0;29.0;L2;2b;0.3;14.5;31.57;25.4;21.35;0.75;0.85;0.0;0.25;76.01;
938;214;Tanne;101;Tanne_1_214;2012;32.0;29.0;L1;2a;14.9;3.5;21.29;20.04;18.62;0.1;0.12;0.0;0.13;9.77;
939;214;Tanne;101;Tanne_1_214;2012;32.0;29.0;L1;1b;18.5;4.0;18.54;16.61;14.24;0.08;0.1;0.0;0.04;6.15;
940;214;Tanne;101;Tanne_1_214;2012;32.0;29.0;L1;1a;22.6;5.0;14.1;10.1;4.34;0.04;0.05;0.0;0.0;2.03;
941;214;Tanne;101;Tanne_1_214;2012;32.0;29.0;Restholz 1;Restholz 1;27.7;1.3;4.06;2.13;0.0;0.0;0.0;0.0;0.0;0.03;
#Summe:;214;Tanne;101;Tanne_1_214;2012;32.0;29.0;;;;;;;;0.98;1.11;;;93.99;
#
942;215;Tanne;101;Tanne_2_215;2012;32.0;29.0;L2;2b;0.3;14.5;31.57;25.4;21.35;0.75;0.85;0.0;0.25;76.01;
943;215;Tanne;101;Tanne_2_215;2012;32.0;29.0;L1;2a;14.9;3.5;21.29;20.04;18.62;0.1;0.12;0.0;0.13;9.77;
944;215;Tanne;101;Tanne_2_215;2012;32.0;29.0;L1;1b;18.5;4.0;18.54;16.61;14.24;0.08;0.1;0.0;0.04;6.15;
945;215;Tanne;101;Tanne_2_215;2012;32.0;29.0;L1;1a;22.6;5.0;14.1;10.1;4.34;0.04;0.05;0.0;0.0;2.03;
946;215;Tanne;101;Tanne_2_215;2012;32.0;29.0;Restholz 1;Restholz 1;27.7;1.3;4.06;2.13;0.0;0.0;0.0;0.0;0.0;0.03;
#Summe:;215;Tanne;101;Tanne_2_215;2012;32.0;29.0;;;;;;;;0.98;1.11;;;93.99;
#
#Gesamtwert: ;;20998.33
#Gesamtvolumen OR m3: ;;207.61
#Anzahl Sortimente: ;;946
#Mittleres St�ckvolumen [m3] ;;0.22
#
#Gruppierungsmerkmal;Baumart;L�ngenklasse;St�rkenklasse;Volumen OR [m3];Volumen IR [m3];Wert [CHF];Anzahl
#2012;Fichte;L1;1b;6.95;7.97;514.04;69
#2012;Fichte;L1;1a;3.27;3.87;163.42;69
#2012;Fichte;L3;2b;55.57;61.15;6224.29;69
#2012;Fichte;Restholz;Restholz;0.13;0.16;6.58;69
#
#2012;Tanne;L1;2a;4.92;5.59;459.15;47
#2012;Tanne;L1;1b;3.91;4.5;289.17;47
#2012;Tanne;L1;1a;1.9;2.23;95.2;47
#2012;Tanne;L2;2b;35.35;39.73;3572.42;47
#2012;Tanne;Restholz;Restholz;0.03;0.03;1.37;47
#
#2010;Fichte;L1;1b;6.04;6.93;446.99;60
#2010;Fichte;L1;1a;2.84;3.36;142.1;60
#2010;Fichte;L3;2b;48.33;53.17;5412.43;60
#2010;Fichte;Restholz;Restholz;0.11;0.14;5.72;60
#
#2010;Tanne;L1;2a;4.08;4.64;381.0;39
#2010;Tanne;L1;1b;3.24;3.73;239.95;39
#2010;Tanne;L1;1a;1.58;1.85;79.0;39
#2010;Tanne;L2;2b;29.34;32.97;2964.35;39
#2010;Tanne;Restholz;Restholz;0.02;0.03;1.14;39
#
